avg_grid,total_points,avg_position,circuitId,winner,name
13.893617021276595,17.0,15.127659574468085,18,0,Williams
12.729166666666666,51.0,12.395833333333334,18,0,Haas F1 Team
12.520833333333334,63.0,13.3125,18,0,Alpine F1 Team
11.041666666666666,94.0,11.770833333333334,18,0,Aston Martin
12.104166666666666,40.0,13.291666666666666,18,0,RB F1 Team
11.041666666666666,94.0,11.770833333333334,18,0,Aston Martin
13.893617021276595,17.0,15.127659574468085,18,0,Williams
15.5,4.0,15.666666666666666,18,0,Sauber
12.520833333333334,63.0,13.3125,18,0,Alpine F1 Team
15.5,4.0,15.666666666666666,18,0,Sauber
6.833333333333333,433.0,6.854166666666667,18,0,Mercedes
5.25,595.0,5.145833333333333,15,1,Ferrari
4.395833333333333,609.0,4.708333333333333,15,0,McLaren
5.25,595.0,5.145833333333333,15,0,Ferrari
6.833333333333333,433.0,6.854166666666667,15,0,Mercedes
6.833333333333333,433.0,6.854166666666667,15,0,Mercedes
6.041666666666667,537.0,6.625,15,0,Red Bull
12.729166666666666,51.0,12.395833333333334,15,0,Haas F1 Team
4.395833333333333,609.0,4.708333333333333,15,0,McLaren
12.729166666666666,51.0,12.395833333333334,15,0,Haas F1 Team
12.520833333333334,63.0,13.3125,15,0,Alpine F1 Team
11.041666666666666,94.0,11.770833333333334,15,0,Aston Martin
13.893617021276595,17.0,15.127659574468085,15,0,Williams
12.520833333333334,63.0,13.3125,15,0,Alpine F1 Team
15.5,4.0,15.666666666666666,15,0,Sauber
15.5,4.0,15.666666666666666,15,0,Sauber
12.104166666666666,40.0,13.291666666666666,15,0,RB F1 Team
6.041666666666667,537.0,6.625,15,0,Red Bull
11.041666666666666,94.0,11.770833333333334,15,0,Aston Martin
13.893617021276595,17.0,15.127659574468085,15,0,Williams
12.104166666666666,40.0,13.291666666666666,15,0,RB F1 Team
6.041666666666667,537.0,6.625,11,1,Red Bull
12.520833333333334,63.0,13.3125,11,0,Alpine F1 Team
12.520833333333334,63.0,13.3125,11,0,Alpine F1 Team
6.833333333333333,433.0,6.854166666666667,11,0,Mercedes
5.25,595.0,5.145833333333333,11,0,Ferrari
4.395833333333333,609.0,4.708333333333333,11,0,McLaren
12.104166666666666,40.0,13.291666666666666,11,0,RB F1 Team
4.395833333333333,609.0,4.708333333333333,11,0,McLaren
12.104166666666666,40.0,13.291666666666666,11,0,RB F1 Team
6.833333333333333,433.0,6.854166666666667,11,0,Mercedes
6.041666666666667,537.0,6.625,11,0,Red Bull
12.729166666666666,51.0,12.395833333333334,11,0,Haas F1 Team
15.5,4.0,15.666666666666666,11,0,Sauber
11.041666666666666,94.0,11.770833333333334,11,0,Aston Martin
15.5,4.0,15.666666666666666,11,0,Sauber
5.25,595.0,5.145833333333333,11,0,Ferrari
13.893617021276595,17.0,15.127659574468085,11,0,Williams
13.893617021276595,17.0,15.127659574468085,11,0,Williams
11.041666666666666,94.0,11.770833333333334,11,0,Aston Martin
12.729166666666666,51.0,12.395833333333334,11,0,Haas F1 Team
6.833333333333333,433.0,6.854166666666667,24,1,Mercedes
6.833333333333333,433.0,6.854166666666667,24,0,Mercedes
5.25,595.0,5.145833333333333,24,0,Ferrari
5.25,595.0,5.145833333333333,24,0,Ferrari
6.041666666666667,537.0,6.625,24,0,Red Bull
4.395833333333333,609.0,4.708333333333333,24,0,McLaren
4.395833333333333,609.0,4.708333333333333,24,0,McLaren
12.729166666666666,51.0,12.395833333333334,24,0,Haas F1 Team
12.104166666666666,40.0,13.291666666666666,24,0,RB F1 Team
6.041666666666667,537.0,6.625,24,0,Red Bull
11.041666666666666,94.0,11.770833333333334,24,0,Aston Martin
12.729166666666666,51.0,12.395833333333334,24,0,Haas F1 Team
15.5,4.0,15.666666666666666,24,0,Sauber
13.893617021276595,17.0,15.127659574468085,24,0,Williams
11.041666666666666,94.0,11.770833333333334,24,0,Aston Martin
12.104166666666666,40.0,13.291666666666666,24,0,RB F1 Team
12.520833333333334,63.0,13.3125,24,0,Alpine F1 Team
15.5,4.0,15.666666666666666,24,0,Sauber
13.893617021276595,17.0,15.127659574468085,24,0,Williams
12.520833333333334,63.0,13.3125,24,0,Alpine F1 Team
6.041666666666667,537.0,6.625,22,1,Red Bull
5.25,595.0,5.145833333333333,22,0,Ferrari
4.395833333333333,609.0,4.708333333333333,22,0,McLaren
6.833333333333333,433.0,6.854166666666667,22,0,Mercedes
12.520833333333334,63.0,13.3125,22,0,Alpine F1 Team
5.25,595.0,5.145833333333333,22,0,Ferrari
11.041666666666666,94.0,11.770833333333334,22,0,Aston Martin
15.5,4.0,15.666666666666666,22,0,Sauber
12.729166666666666,51.0,12.395833333333334,22,0,Haas F1 Team
4.395833333333333,609.0,4.708333333333333,22,0,McLaren
15.5,4.0,15.666666666666666,22,0,Sauber
6.833333333333333,433.0,6.854166666666667,22,0,Mercedes
12.104166666666666,40.0,13.291666666666666,22,0,RB F1 Team
12.104166666666666,40.0,13.291666666666666,22,0,RB F1 Team
13.893617021276595,17.0,15.127659574468085,22,0,Williams
12.729166666666666,51.0,12.395833333333334,22,0,Haas F1 Team
6.041666666666667,537.0,6.625,22,0,Red Bull
11.041666666666666,94.0,11.770833333333334,22,0,Aston Martin
13.893617021276595,17.0,15.127659574468085,22,0,Williams
12.520833333333334,63.0,13.3125,22,0,Alpine F1 Team
4.395833333333333,609.0,4.708333333333333,14,1,McLaren
5.25,595.0,5.145833333333333,14,0,Ferrari
5.25,595.0,5.145833333333333,14,0,Ferrari
6.833333333333333,433.0,6.854166666666667,14,0,Mercedes
6.833333333333333,433.0,6.854166666666667,14,0,Mercedes
6.041666666666667,537.0,6.625,14,0,Red Bull
12.520833333333334,63.0,13.3125,14,0,Alpine F1 Team
12.729166666666666,51.0,12.395833333333334,14,0,Haas F1 Team
11.041666666666666,94.0,11.770833333333334,14,0,Aston Martin
4.395833333333333,609.0,4.708333333333333,14,0,McLaren
13.893617021276595,17.0,15.127659574468085,14,0,Williams
12.104166666666666,40.0,13.291666666666666,14,0,RB F1 Team
15.5,4.0,15.666666666666666,14,0,Sauber
11.041666666666666,94.0,11.770833333333334,14,0,Aston Martin
12.520833333333334,63.0,13.3125,14,0,Alpine F1 Team
12.729166666666666,51.0,12.395833333333334,14,0,Haas F1 Team
12.104166666666666,40.0,13.291666666666666,14,0,RB F1 Team
15.5,4.0,15.666666666666666,14,0,Sauber
13.893617021276595,17.0,15.127659574468085,14,0,Williams
6.041666666666667,537.0,6.625,14,0,Red Bull
